'VIRGINIA ALICIA', 'BALASTEGUI PRINCIPE', '1920-07-18'
'ALFREDO RAFAEL', 'PARRIZAS GOYANES', '1943-04-09'
'PEDRO CESAR', 'CALM LAAMARTI', '1925-09-26'
'JULIA ANGELICA', 'DIZ HOANG', '1996-06-15'
'JOSEP CARLES', 'SAN ESTEBAN IGLESIA', '2013-06-14'
'MARIA LUISA ELENA', 'COLOME AKDIM', '1950-11-01'
'KRYSTIAN', 'COMBA PEDRUELO', '1982-08-31'
'NING', 'SANCHEZ CAMBRONERO FLO', '1969-05-16'
'ROSA AIDA', 'ALAÑON PANES', '1927-07-28'
'AMALIA ROSARIO', 'VIDALLER ARBELAIZ', '2001-07-20'
'SHANE', 'NARROS ARRANZ', '1922-11-12'
'ALEJANDRA SOLEDAD', 'PARAMOS ESTOMBA', '1998-04-06'
'JOHN HOWARD', 'PLADELLORENS IJURCO', '1999-08-07'
'MARIA IDA', 'MOLLEDA DE ROJAS', '1994-11-28'
'LAMYAA', 'REPISO OKEKE', '1971-12-31'
'ADOLFO PEDRO', 'DE CORDOBA LARRAYAD', '1970-04-30'
'NOEL', 'CLAVO ALAYON', '1953-02-14'
'BIANCA ELENA', 'ALZAS SHAHZADI', '1977-04-20'
'ABDEL HAFID', 'HAMMOUDI LOUSA', '1999-06-15'
'SALUDINA', 'GUAITA OROMI', '1986-08-27'
'PAMELA MARGARET', 'RITA DIEYE', '1936-10-25'
'ALESANDER', 'SANCHEZ AREVALO TORONJO', '1925-10-08'
'XUANXUAN', 'VIEJO MINCHEVA', '2014-12-15'
'ALESSANDRA', 'ONCINA PINEDA', '1982-12-15'
'XINMIAO', 'HASSAN ARGELES', '2004-08-13'
'ENOLA', 'MAYAYO PANZANO', '1968-12-11'
'IULIA', 'MATABOSCH GASALLA', '1970-08-14'
'RUTH MARINA', 'NEVADO MITKOV', '1976-04-30'
'ISMENIA', 'ANCA ADIR', '1990-07-08'
'ELKE', 'DORTA RACHID', '1985-01-31'
'NATALY', 'RUFAS ABASCAL', '1919-04-25'
'RAQUEL PATRICIA', 'MARCHETTI PERAITA', '1933-08-24'
'YANIRA ISABEL', 'CASTAÑOS BOHIGUES', '2013-09-08'
'JORGE MANUEL', 'MARCIEL ABUCHA', '1944-07-26'
'ROMAN ALBERTO', 'BAROJA QUEIJAS', '1920-02-24'
'GUADITOCA', 'DRAKE MAZUERA', '1987-12-16'
'VENERANDO', 'ZABALLA BAIGET', '1995-03-01'
'JONATAN DAVID', 'MIOTA JELLOULI', '1992-10-16'
'PETER ALEXANDER', 'BERJANO DE LAMO', '1997-03-14'
'CRISTIAN MANUEL', 'SAIDI TACURI', '1984-04-02'
'TRIFON', 'RUBERTE CHAOS', '1983-01-21'
'SOLEDAD TERESA', 'GALLIFA FAJULA', '1939-02-23'
'HELGE', 'GONZABAY FAES', '1930-08-12'
'NATASA', 'PERIBAÑEZ BARBE', '1954-08-30'
'SIMI', 'JABER CUERNO', '2009-12-11'
'MARY LUZ', 'HAIDA LEU', '1960-03-20'
'GONZALO RAUL', 'JOYAS HORVATH', '1923-09-09'
'GAUDELIA', 'ROSTAS HAMMOUCH', '2012-05-06'
'AMADA', 'LIÑAN BOMETON', '2011-01-06'
'SEBASTIAN FRANCISCO', 'MELON ANGELOV', '2003-06-02'
'ATIQ', 'SANTACANA AZPEITIA', '1973-10-15'
'GUILLERMO ALFONSO', 'BALASTEGUI ALTEA', '1994-03-29'
'AURELIO ENRIQUE', 'PARODY CHIRALT', '1959-03-09'
'ZUNILDA BEATRIZ', 'VISCARRA FABO', '1975-10-17'
'ANGELES MAR', 'ASPERILLA CARDONA', '1936-04-24'
'PINO DOLORES', 'NOGUES LUCIANO', '1997-12-08'
'ENOL', 'DOVALE ALMECIJA', '1979-08-29'
'MARIA TERESITA', 'MAUREL DIAZ GUERRA', '1956-11-01'
'DANIEL ALEXANDRU', 'BASSOLS ENAMORADO', '1992-06-07'
'EDISON ENRIQUE', 'SAN ANTON SARGATAL', '2003-03-27'
'MARILIA', 'POLICARPO SALAGRE', '1987-01-30'
'ROBERT PIOTR', 'HAYNES ANTIGUA', '1966-12-24'
'SERGIO CESAR', 'SALEM PORTU', '1959-12-13'
'HECTOR ADRIAN', 'VILLASOL MERIMI', '1942-01-03'
'CORNEL DANIEL', 'BAGAN BECEIRO', '2009-09-13'
'ZHIXIN', 'GRANDOSO CARRILES', '2001-07-05'
'JOSE ORLANDO', 'BUERA SENDEROS', '1934-11-27'
'AURORA ELENA', 'ANJUM MONTALBO', '2003-05-22'
'PATRICIA ELVIRA', 'SAGUILLO CARDESA', '1946-12-24'
'XISELA', 'MORAGREGA GARCIA DELGADO', '1966-08-21'
'DIANA FILIPA', 'CAMPOY DEL SOLAR', '2007-09-11'
'JONATHAN ADRIAN', 'RIGOL BARRABES', '1926-09-03'
'JUAN NESTOR', 'COTRINO FERNANDEZ DE LA PUEBLA', '1967-04-24'
'INMACULADA LUCIA', 'BARBULESCU LABARGA', '1946-09-07'
'ASMA', 'EIZMENDI MAGDALENO', '1920-08-15'
'REBECCA LOUISE', 'SART TURRION', '1951-08-01'
'JAMES GEORGE', 'LAANAYA CEDRUN', '1997-09-21'
'WASHINGTON RODRIGO', 'GARCIA FRAILE CEDRAN', '1968-07-06'
'TIJAN', 'EL YEMLAHI IBARROLA', '1941-01-22'
'CARLOS MAXIMO', 'CELADOR ORTIZ DE GUINEA', '1971-04-14'
'FLORENTINO JOSE', 'FAOUZI ARGUIG', '1958-10-22'
'TANIA MERCEDES', 'DALMAU LANZADERA', '2011-07-18'
'AUREA ISABEL', 'REHMAN ZAPATA', '1954-12-02'
'MESBAH', 'NEACSU VIVE', '2002-10-19'
'BEDA', 'BALEA SIÑERIZ', '1992-04-25'
'YOSYP', 'TODEA LONGOBARDO', '1951-01-26'
'CARLOS CESAR', 'JODAS REDONDO', '1931-03-16'
'MOUNYA', 'CHRISTIANSEN ALCELAY', '1951-04-18'
'MARIA JESUS DOLORES', 'IAÑEZ FLORIA', '1951-08-21'
'GARETH DAVID', 'CONSTANZO MERIMI', '1926-12-18'
'RAMANDEEP KAUR', 'ABDELKRIM GANAU', '2008-04-02'
'CIARA MARIA', 'TENELEMA LINO', '1986-03-23'
'MARIA MERCED', 'ZANOGUERA LLANA', '1974-05-25'
'LENIN', 'BIGORRA MAKAROVA', '1987-04-23'
'LUIS JESUS', 'RODEA VALDEMORO', '1949-06-28'
'SALHA', 'DIAZ MORENO GOPAR', '1969-03-10'
'DRAGOS ANDREI', 'SILVESTRI MECA', '1918-06-20'
'FANNY ESPERANZA', 'ZAHAF ARIZTI', '1940-12-28'
'DOMINIK', 'TOSINA AURIA', '1927-04-16'
'GEORGE DANIEL', 'ORDOÑEZ MARTON', '2014-12-27'
'SERGIU FLORIN', 'FURUNDARENA ZHAN', '2006-10-26'
'RADYA', 'ALENDE BOIKO', '1990-11-02'
'BLANCA CELINA', 'ECHAURI RAIGON', '1972-02-11'
'ISIDORA MARIA', 'FINEZ BITRIAN', '1925-05-13'
'IRENE MARTA', 'EL OUADI FRANCINO', '1965-10-29'
'SARA PILAR', 'CHERCOLES GARCIA ROMERAL', '2007-08-18'
'MARTHA ANGELICA', 'PETER DANI', '1943-11-15'
'RIZWANA', 'ALMEIDA FABER', '1960-09-16'
'JOSE VIDAL', 'QUINTILLA CONFORME', '1932-10-31'
'MANUEL BERNARDO', 'HERASME SANTEIRO', '1946-10-29'
'CAÃ‘OS SANTOS', 'NESTAR CLARES', '1962-01-24'
'DEVORAH', 'MOROÑO DE GEA', '2001-03-01'
'ALEXANDRU RAUL', 'BERNALDEZ HUELMO', '1933-02-25'
'CAROLINA MILAGROS', 'ADDI REFOYO', '1930-10-19'
'RAFIK', 'ACHARKI VELERT', '1926-05-31'
'DAVID IOAN', 'IRUZUBIETA ARENILLAS', '1958-04-22'
'CIBELES', 'GROZAV ROCHAS', '1989-01-20'
'ANA MAR', 'VELEZ GARCIA UCEDA', '1933-01-22'
'GHEORGHE DAN', 'AMURIZA SIBINA', '1990-02-26'
'CARMEN ELSA', 'CASASAYAS BREVA', '1969-01-15'
'MONICA SUSANA', 'BETANZO DAPARTE', '1932-08-11'
'SERGIA', 'FRANCINO MORTABIT', '1927-11-27'
'SANTIAGO AGUSTIN', 'SISA INCOGNITO', '1952-08-26'
'MILICA', 'SAMPERIZ BAULENAS', '2015-03-30'
'RITA JESUS', 'SAORIN GARCIA DONAS', '1979-11-27'
'MARIUS GEORGE', 'CORO MASCUÑANA', '1946-10-29'
'LIANG', 'MBOUP MONTESDEOCA', '1999-06-01'
'GLORIA MILAGROS', 'BRUQUETAS ZACARIAS', '1973-01-05'
'ZEENAT', 'GUINDAL MESTANZA', '1992-08-10'
'SAIF EDDINE', 'AIS REBASSA', '1926-01-25'
'MANUELA EUGENIA', 'RAMENTOL SABAU', '2005-05-08'
'CORAIMA', 'NOSTI KHATIB', '1959-09-22'
'CILENE', 'MASSE CEDENA', '1941-07-13'
'SARA JULIA', 'SCHWARZ SANTIVERI', '1969-10-09'
'DENNIS ALEXANDER', 'CRISTIAN MALEK', '2015-07-30'
'JESUS ALVARO', 'MELENCHON FERNANDEZ PANIAGUA', '1959-05-04'
'INGRID VANESSA', 'CIRES ALALI', '1932-05-19'
'MARIANO JOAQUIN', 'CALLEJON BUCUR', '1946-04-19'
'MATEO JESUS', 'LLERGO FREIRE', '1948-11-25'
'DIANA JUDITH', 'FINEZ AKHAZZAN', '2006-11-29'
'CANDID', 'MACAZAGA CARGOL', '1955-12-21'
'ELINA', 'VILLALONGA JUARROS', '1943-06-14'
'EUGENIO SALVADOR', 'DE LA O OLARIU', '1964-12-02'
'FATIMA VICTORIA', 'GARAIZAR BENHAMOU', '1959-09-13'
'NARJISSE', 'DIAZ PLAZA SENIS', '1933-06-17'
'ANDA', 'VALLVERDU NATES', '1937-09-17'
'FELISA JUANA', 'BANDE VALARES', '1989-05-03'
'ZHENGHAO', 'ESPANTOSO CARCEDO', '1992-10-07'
'STEFANEL', 'HUERTO COUNDOUL', '1936-08-11'
'PINO ROSARIO', 'HEDO ARANDO', '1940-10-08'
'JOSE LUIS MIGUEL', 'COTEA ALENDA', '1951-03-31'
'SUSAN LINDA', 'MOUSSAID ZUFIAURRE', '1925-09-12'
'VIRGINIA RAQUEL', 'HAIDARA RINALDI', '1946-07-10'
'EMILIA MARIANA', 'ZUNZARREN SPASOVA', '1996-02-19'
'ENCARNACION FRANCISCA', 'TORRALBO MAÑAS', '1982-10-27'
